category,style,color,waist_type,thickness,type_version,length,matching_id,url,model,id
裤装,短裤,黑色,正常,中,正常,短裤,54749,http://item.yohobuy.com/product/pro_472724_592164/TOPPORTSuoZhiDuanKuT6527A02.html,,57f7ca20f90a8310f062a8a0
裤装,短裤,,正常,中,正常,短裤,54373,http://item.yohobuy.com/product/pro_530984_659630/DIAMONDSUPPLYCODuanKuB16DMPJ30.html,,57f7ca21f90a8310f062a8a5
裤装,短裤,,正常,薄,正常,短裤,54461,http://item.yohobuy.com/product/pro_530842_659260/DIAMONDSUPPLYCODuanKuB16DMBC08.html,沙滩裤,57f7ca22f90a8310f062a8a6
裤装,短裤,灰色,正常,薄,正常,短裤,54717,http://item.yohobuy.com/product/pro_479480_600884/MADNESSMDNSMONOGRAMSPORTSHORTSPSPTSD002_GRY.html,,57f7ca20f90a8310f062a8a1
裤装,短裤,,正常,中,正常,短裤,54455,http://item.yohobuy.com/product/pro_404603_514071/MARCELOBURLONCMFA001S160860961001.html,沙滩裤,57f7ca23f90a8310f062a8a9
裤装,短裤,蓝色,正常,薄,正常,短裤,54819,http://item.yohobuy.com/product/pro_365579_464901/EVISU1ESHTM6ST562XXNanShiZhenZhiDuanKu.html,,57f7ca23f90a8310f062a8a8
裤装,休闲裤,灰色,正常,中,正常,长裤,53177,http://item.yohobuy.com/product/pro_479558_600962/MADNESSTRACKPANTSTPSPTSD001_GRY.html,束口裤,57f7ca22f90a8310f062a8a7
裤装,短裤,灰色,正常,薄,正常,短裤,54307,http://item.yohobuy.com/product/pro_451576_567818/TMCAZTMCAZP62GongZhuangKaQiZhongKuHuiSePinCangQingSe.html,工装短裤,57f7ca23f90a8310f062a8ab
裤装,休闲裤,灰色,,,,,54541,http://item.yohobuy.com/product/pro_533018_662036/PUBLISHChangKuP1601065Hui.html,,57f7ca24f90a8310f062a8ad
裤装,短裤,,,,,,54541,http://item.yohobuy.com/product/pro_533006_662024/PUBLISHDuanKuP1601059Hei.html,,57f7ca24f90a8310f062a8ae
裤装,休闲裤,黑色,,,,,54541,http://item.yohobuy.com/product/pro_533014_662032/PUBLISHChangKuP1601065Hei.html,,57f7ca24f90a8310f062a8ac
裤装,休闲裤,绿色,正常,中,正常,长裤,54469,http://item.yohobuy.com/product/pro_529738_658062/FURYANIMALSXiuXianKu200073.html,束口裤,57f7ca25f90a8310f062a8b7
裤装,休闲裤,蓝色,正常,中,宽松,7分裤,54381,http://item.yohobuy.com/product/pro_360297_459219/OVKLABXiuXianDuanKuOVKA602SR59DBL.html,,57f7ca24f90a8310f062a8b0
裤装,休闲裤,,正常,中,正常,7分裤,54577,http://item.yohobuy.com/product/pro_479106_600314/5CM5CXPTF6751S66MENPANTS.html,喇叭裤,57f7ca25f90a8310f062a8b8
裤装,短裤,,正常,薄,正常,短裤,54515,http://item.yohobuy.com/product/pro_530840_659256/DIAMONDSUPPLYCODuanKuB16DMBC06.html,,57f7ca26f90a8310f062a8b9
裤装,短裤,棕色,正常,中,正常,短裤,54311,http://item.yohobuy.com/product/pro_513842_640336/VALKOMMShiShangChouShengDuanKu16SHT078KaQi.html,工装短裤,57f7ca26f90a8310f062a8bb
裤装,短裤,,,,,,54533,http://item.yohobuy.com/product/pro_402785_511227/KuZi(ZhongKu).html,,57f7ca27f90a8310f062a8be
裤装,休闲裤,灰色,正常,中,正常,9分裤,57721,http://item.yohobuy.com/product/pro_585784_724010/KISSFUNK%20Hyper%20Basic%20kuansongluowenweiku%20KF16AW-HB012-4.html,,57f7ca26f90a8310f062a8bd
裤装,休闲裤,蓝色,正常,中,正常,长裤,54523,http://item.yohobuy.com/product/pro_324275_417405/PUBLISHChangKuP1401089.html,束口裤,57f7ca28f90a8310f062a8c0
裤装,牛仔裤,蓝色,正常,中,正常,长裤,54295,http://item.yohobuy.com/product/pro_387879_493645/CHEAPMONDAYNiuZaiKu0327220900.html,,57f7ca28f90a8310f062a8c2
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,54439,http://item.yohobuy.com/product/pro_377263_481429/C2H4LA16SS027BuDingFengXianNiuZaiKu.html,,57f7ca29f90a8310f062a8c6
裤装,短裤,,正常,中,正常,短裤,54207,http://item.yohobuy.com/product/pro_535608_664968/FILTER017BASICWORKSHORTSGongZuoDuanKu16SSF017ST01KH.html,工装短裤,57f7ca29f90a8310f062a8c4
裤装,短裤,,正常,中,正常,短裤,54301,http://item.yohobuy.com/product/pro_463632_581852/IZZUEIZXSPR6308U66MENSHORTS.html,工装短裤,57f7ca2af90a8310f062a8ca
裤装,短裤,灰色,正常,薄,正常,短裤,54299,http://item.yohobuy.com/product/pro_374845_477741/LIFEAFTERLIFEXiuXianDuanKuLALA602SR147.html,,57f7ca29f90a8310f062a8c8
裤装,休闲裤,黑色,正常,中,正常,长裤,53981,http://item.yohobuy.com/product/pro_469350_588420/HOODBYAIRChangKuHMCA033S161170451001.html,束口裤,57f7ca29f90a8310f062a8c5
裤装,牛仔裤,蓝色,正常,中,正常,长裤,57729,http://item.yohobuy.com/product/pro_531734_660622/OVKLABNiuZaiChangKuOVKMVJN15.html,,57f7ca2cf90a8310f062a8d6
裤装,短裤,灰色,正常,薄,正常,短裤,54545,http://item.yohobuy.com/product/pro_533554_662672/HOODLUNNHL16SUSH013DuanKu.html,,57f7ca2bf90a8310f062a8d5
裤装,短裤,黑色,正常,薄,宽松,短裤,54449,http://item.yohobuy.com/product/pro_467620_586542/DRKSHDWDuanKuDU16S1387Hui.html,沙滩裤,57f7ca2cf90a8310f062a8d9
裤装,休闲裤,黑色,正常,中,正常,长裤,57625,http://item.yohobuy.com/product/pro_436145_550363/TRENDIANOSuoZhiJiuFenKu3HC3061070090.html,,57f7ca2ef90a8310f062a8dc
裤装,牛仔裤,黑色,正常,中,修身,长裤,54211,http://item.yohobuy.com/product/pro_198115_265695/GSTARRAWD006796263990NiuZaiKu.html,窄脚裤,57f7ca2ef90a8310f062a8dd
裤装,短裤,棕色,正常,薄,宽松,短裤,53935,http://item.yohobuy.com/product/pro_374829_477697/LIFEAFTERLIFEXiuXianDuanKuLALA602SR138.html,,57f7ca2df90a8310f062a8db
裤装,短裤,黑色,正常,薄,正常,短裤,54159,http://item.yohobuy.com/product/pro_411763_522691/HOODLUNNDuanKuHLPT011.html,,57f7ca2ff90a8310f062a8e1
裤装,休闲裤,蓝色,正常,中,正常,长裤,54277,http://item.yohobuy.com/product/pro_408649_518885/HALFMANDENIMDAMAGESKINNYHMBT22002INDIGO.html,铅笔裤,57f7ca2ff90a8310f062a8e2
裤装,休闲裤,灰色,正常,薄,宽松,长裤,54277,http://item.yohobuy.com/product/pro_407937_518021/ACCENTELEVENYingLunHeiGeWenChangKuAK163.html,,57f7ca30f90a8310f062a8e5
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,54167,http://item.yohobuy.com/product/pro_342433_439503/DIESEL00SDHB0852H01BUSTERL32TROUSERS.html,直筒裤,57f7ca31f90a8310f062a8ed
裤装,牛仔裤,蓝色,正常,中,正常,9分裤,54277,http://item.yohobuy.com/product/pro_312757_402489/LIFEAFTERLIFENiuZaiJiuFenKuLALA6019J74.html,,57f7ca30f90a8310f062a8e9
裤装,牛仔裤,蓝色,正常,中,正常,长裤,54273,http://item.yohobuy.com/product/pro_347653_445167/GSTARRAWNiuZaiKu510257599424.html,立体剪裁,57f7ca31f90a8310f062a8f2
裤装,短裤,蓝色,正常,薄,正常,短裤,54193,http://item.yohobuy.com/product/pro_411747_522675/HOODLUNNDuanKuHLPT012.html,,57f7ca33f90a8310f062a8f7
裤装,短裤,蓝色,正常,中,正常,短裤,53919,http://item.yohobuy.com/product/pro_467044_585914/MRCCDDWuFenKuD52FK09866.html,,57f7ca33f90a8310f062a8f9
裤装,连体裤,灰色,,,,,54013,http://item.yohobuy.com/product/pro_524010_651688/COKEINYuanChuangSheJiFuGuXinChaoLiuNanShiChunSeLianTiFuHeiHuiLanSanSeNanGeXingTaoZhuangDD1914.html,,57f7ca35f90a8310f062a901
裤装,休闲裤,,正常,薄,正常,中裤,53117,http://item.yohobuy.com/product/pro_402813_511291/KuZi(DuanKuan).html,,57f7ca36f90a8310f062a904
裤装,短裤,灰色,正常,中,正常,短裤,54091,http://item.yohobuy.com/product/pro_428053_541737/ADIDASORIGINALSESSHORTSTACAY7981Nan.html,沙滩裤,57f7ca36f90a8310f062a902
裤装,休闲裤,棕色,正常,中,正常,长裤,54163,http://item.yohobuy.com/product/pro_415359_526677/ROARINGWILDKENDALLCPTKaQiXiuXianKu152026.html,,57f7ca38f90a8310f062a908
裤装,短裤,蓝色,正常,中,正常,短裤,54123,http://item.yohobuy.com/product/pro_513844_640338/VALKOMMShiShangChouShengDuanKu16SHT078ShenLan.html,工装短裤,57f7ca38f90a8310f062a907
裤装,短裤,蓝色,正常,中,正常,短裤,53785,http://item.yohobuy.com/product/pro_513810_640304/VALKOMMChouShengXiuXianDuanKu14SHT066ShenLan.html,工装短裤,57f7ca39f90a8310f062a90b
裤装,短裤,黑色,正常,薄,正常,短裤,53945,http://item.yohobuy.com/product/pro_479482_600886/MADNESSMDNSSPORTSHORTSPSPTSD003_BLK.html,,57f7ca39f90a8310f062a90c
裤装,短裤,,正常,中,正常,短裤,54099,http://item.yohobuy.com/product/pro_513684_640086/DUEPLAYDZiLanDuanKuDP16084BLU.html,,57f7ca39f90a8310f062a90e
裤装,短裤,棕色,正常,中,正常,短裤,53801,http://item.yohobuy.com/product/pro_513814_640308/VALKOMMDuoDaiGongZhuangDuanKu15SHT2204KaQi.html,工装短裤,57f7ca3af90a8310f062a911
裤装,休闲裤,黑色,正常,厚,正常,长裤,53875,http://item.yohobuy.com/product/pro_296449_379719/STROLLERSRBT15021ATeHouShuangJingXieJunShiGongZhuangChangKuXiShui.html,,57f7ca3df90a8310f062a916
裤装,短裤,,正常,中,正常,短裤,53877,http://item.yohobuy.com/product/pro_449174_565042/STROLLERDuanKuSRBT16031N.html,,57f7ca3cf90a8310f062a915
裤装,短裤,蓝色,正常,中,正常,短裤,53787,http://item.yohobuy.com/product/pro_462842_580954/KORAKUBLUEDanLiDanNingDuanKuS69.html,,57f7ca3df90a8310f062a919
裤装,短裤,黑色,正常,薄,正常,短裤,53841,http://item.yohobuy.com/product/pro_475668_596398/HARDYHARDYHH16SPBMJT1001HeiSeDuanKu.html,,57f7ca3bf90a8310f062a914
裤装,短裤,棕色,正常,薄,正常,短裤,53843,http://item.yohobuy.com/product/pro_374847_477745/LIFEAFTERLIFEXiuXianDuanKuLALA602SR148.html,工装短裤,57f7ca3df90a8310f062a918
裤装,休闲裤,黑色,正常,薄,修身,长裤,53869,http://item.yohobuy.com/product/pro_517016_643938/FeiChiZhong541504410203ChangKu.html,,57f7ca3df90a8310f062a91a
裤装,牛仔裤,蓝色,正常,中,修身,长裤,53959,http://item.yohobuy.com/product/pro_376229_479911/LEVIESJingDianWuDaiKuanNiuZaiKu045111947.html,窄脚裤,57f7ca3ef90a8310f062a91e
裤装,短裤,红色,正常,中,正常,短裤,53743,http://item.yohobuy.com/product/pro_490902_614108/GARGANTUAN7G7XiShengChunSeXiuXianDuanKuDK01130006.html,,57f7ca3ff90a8310f062a922
裤装,短裤,灰色,正常,中,正常,短裤,53681,http://item.yohobuy.com/product/pro_516084_642962/SUBCREWDuanKuCWPTSS16003MGRY.html,工装短裤,57f7ca40f90a8310f062a927
裤装,牛仔裤,白色,正常,薄,正常,9分裤,53673,http://item.yohobuy.com/product/pro_429647_543485/CGNYShuiXiPoHuaiBaiSe9FenNiuZaiKuCG16SP03.html,,57f7ca41f90a8310f062a929
裤装,短裤,,正常,薄,修身,短裤,53733,http://item.yohobuy.com/product/pro_398117_504659/SANGELOCDDuanKuHCD12012U252.html,,57f7ca43f90a8310f062a930
裤装,短裤,黑色,正常,薄,正常,短裤,53851,http://item.yohobuy.com/product/pro_427289_540955/HUFPT61011BLACK.html,,57f7ca42f90a8310f062a92b
裤装,短裤,灰色,正常,中,正常,短裤,53725,http://item.yohobuy.com/product/pro_361419_460435/EIGHTGUYSXiuXianDuanKuEGA602SR73GYX.html,工装短裤,57f7ca43f90a8310f062a92f
裤装,短裤,黑色,正常,中,正常,短裤,53543,http://item.yohobuy.com/product/pro_490884_614090/GARGANTUAN7G7KouDaiMaoDingWuFenDuanKuDK01130001.html,工装短裤,57f7ca46f90a8310f062a932
裤装,短裤,棕色,正常,薄,正常,短裤,53741,http://item.yohobuy.com/product/pro_502924_628144/MIXSEVENDengXinRongDuanKuM6K4K.html,工装短裤,57f7ca45f90a8310f062a931
裤装,短裤,棕色,正常,薄,正常,短裤,53737,http://item.yohobuy.com/product/pro_528448_656554/DICKIES162M40WD13KHNanXiaZhuangDuanKu.html,工装短裤,57f7ca43f90a8310f062a92e
裤装,短裤,绿色,正常,中,正常,短裤,53529,http://item.yohobuy.com/product/pro_529342_657612/VALKOMM14SHT077JunLvManPaoXiuXianDuanKu.html,,57f7ca46f90a8310f062a934
裤装,短裤,,正常,中,正常,短裤,53735,http://item.yohobuy.com/product/pro_479122_600338/5CM5CXSPB6303S66MENSHORTS.html,工装短裤,57f7ca47f90a8310f062a936
裤装,休闲裤,黑色,正常,薄,宽松,9分裤,53607,http://item.yohobuy.com/product/pro_520406_647820/DEPOT316C52A03ZhuiXingJiuFenKu5216H1A03.html,窄脚裤,57f7ca47f90a8310f062a937
裤装,短裤,,正常,薄,正常,短裤,53735,http://item.yohobuy.com/product/pro_478886_599970/CHOCOOLATEDuanKuB1XSPC3072X66.html,,57f7ca47f90a8310f062a938
裤装,休闲裤,黑色,正常,中,束脚,长裤,53369,http://item.yohobuy.com/product/pro_516096_642974/SUBCREWXiuXianKuSCPTSS16006MBLK.html,束口裤,57f7ca49f90a8310f062a941
裤装,短裤,黑色,正常,中,紧身,短裤,53369,http://item.yohobuy.com/product/pro_264437_342363/CHEAPMONDAYNiuZaiKu0311735.html,,57f7ca4af90a8310f062a944
裤装,休闲裤,黑色,正常,中,正常,长裤,53437,http://item.yohobuy.com/product/pro_479556_600960/MADNESSTRACKPANTSTPSPTSD001_BLK.html,束口裤,57f7ca4cf90a8310f062a949
裤装,休闲裤,棕色,正常,中,宽松,长裤,53411,http://item.yohobuy.com/product/pro_184045_248767/JOYRICHGeWenXiuXianKu1520112105BEIGE.html,束口裤,57f7ca4cf90a8310f062a94a
裤装,短裤,黑色,正常,中,正常,短裤,53513,http://item.yohobuy.com/product/pro_490898_614104/GARGANTUAN7G7XiShengChunSeXiuXianDuanKuDK01130006.html,工装短裤,57f7ca4ef90a8310f062a950
裤装,牛仔裤,蓝色,正常,中,宽松,长裤,53337,http://item.yohobuy.com/product/pro_507648_633496/GSTARRAWMOTOR5620ARCLOOSETAPED0163870495543.html,立体剪裁,57f7ca4ef90a8310f062a951
裤装,短裤,灰色,正常,薄,正常,短裤,53459,http://item.yohobuy.com/product/pro_512602_638948/Lightning%20Bear%201630711056%20zhenzhiduanku.html,沙滩裤,57f7ca4ef90a8310f062a94e
裤装,牛仔裤,白色,正常,薄,正常,长裤,53431,http://item.yohobuy.com/product/pro_347747_445261/GSTARRAWNiuZaiKuD015177595424.html,立体剪裁,57f7ca4ef90a8310f062a952
裤装,短裤,,正常,中,正常,短裤,53477,http://item.yohobuy.com/product/pro_512260_638546/BTWBK1625BTW16SSXiaJiXinPinSPLITSHORTSHeiSeHuiSePiaoDaiQuanMianZhengFanPinJieDuanKu.html,,57f7ca4ff90a8310f062a955
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,53517,http://item.yohobuy.com/product/pro_479890_601326/HASO2016XinKuanNvShiLanSeMoBaiZhiTongNiuZaiChangKu3J12618.html,,57f7ca4ff90a8310f062a956
裤装,短裤,绿色,正常,薄,正常,短裤,53603,http://item.yohobuy.com/product/pro_470894_590002/ROARINGWILD16103003XieCaiKuanSongDuanKu.html,,57f7ca4ff90a8310f062a957
裤装,短裤,黑色,正常,中,正常,短裤,53719,http://item.yohobuy.com/product/pro_504152_629714/QUIKSILVERWALKSHORTSDuanKu621198KVJ0.html,沙滩裤,57f7ca50f90a8310f062a95b
裤装,短裤,黑色,,,,,53287,http://item.yohobuy.com/product/pro_499780_624662/LLANODuanKuNO165100192.html,,57f7ca51f90a8310f062a95d
裤装,牛仔裤,黑色,正常,中,正常,长裤,52747,http://item.yohobuy.com/product/pro_342711_439781/KORAKUBLUE699BKouDaiYaJiaoShuiXiChiErDanNingHeiNiu.html,,57f7ca52f90a8310f062a962
裤装,休闲裤,绿色,正常,厚,正常,长裤,53293,http://item.yohobuy.com/product/pro_333377_428597/STROLLERTeHouShuangJingXieJunShiGongZhuangChangKuXiShuiSRBT15021B.html,工装裤,57f7ca52f90a8310f062a95f
裤装,短裤,棕色,,,,,53287,http://item.yohobuy.com/product/pro_499778_624660/LLANODuanKuNO165100199.html,,57f7ca52f90a8310f062a960
裤装,短裤,黑色,正常,薄,宽松,短裤,53315,http://item.yohobuy.com/product/pro_293097_375595/STAGEZhenZhiDuanKuA61151001.html,,57f7ca53f90a8310f062a965
裤装,短裤,,,,,,52961,http://item.yohobuy.com/product/pro_190505_256447/TACITURNLIORIGINALWASHEDPANTSXiuXianShuiXiDuanKuTTL1201PAT0103.html,,57f7ca52f90a8310f062a963
裤装,短裤,灰色,正常,薄,正常,短裤,53325,http://item.yohobuy.com/product/pro_342273_439343/DIESEL00SP5U0TAKR912PMARLONSHORTS.html,工装短裤,57f7ca53f90a8310f062a966
裤装,短裤,绿色,,,,,53285,http://item.yohobuy.com/product/pro_449130_564998/JOKESTER1605007DuanKu.html,,57f7ca53f90a8310f062a96b
裤装,牛仔裤,蓝色,正常,薄,正常,长裤,53341,http://item.yohobuy.com/product/pro_507640_633488/GSTARRAW3301DECONSTRUCTEDSUPERD011596745082.html,立体剪裁,57f7ca54f90a8310f062a970
裤装,短裤,,正常,薄,宽松,短裤,53039,http://item.yohobuy.com/product/pro_429039_542753/CORADEKaQiSeDuanKu1646162501.html,,57f7ca58f90a8310f062a978
裤装,牛仔裤,蓝色,正常,中,修身,9分裤,53647,http://item.yohobuy.com/product/pro_377269_481435/C2H4LA16SS030DiaoDangCeLaLianXiuShenKu.html,窄脚裤,57f7ca55f90a8310f062a973
裤装,短裤,绿色,正常,中,正常,短裤,53453,http://item.yohobuy.com/product/pro_374861_477781/LIFEAFTERLIFEXiuXianDuanKuLALA602SR156.html,工装短裤,57f7ca55f90a8310f062a974
裤装,短裤,黑色,正常,薄,正常,短裤,53103,http://item.yohobuy.com/product/pro_372235_474433/INTOTHERAINBOWXiuXianDuanKuITRA602SR71.html,沙滩裤,57f7ca59f90a8310f062a97c
裤装,短裤,,正常,薄,正常,短裤,52989,http://item.yohobuy.com/product/pro_426733_540317/5CMDuanKu5CXSPB6554U66.html,,57f7ca59f90a8310f062a982
裤装,短裤,灰色,正常,,正常,短裤,53015,http://item.yohobuy.com/product/pro_369323_470993/LESSISGOODXiuXianDuanKuLGA602SR07DGY.html,工装短裤,57f7ca5af90a8310f062a985
裤装,短裤,灰色,正常,中,正常,短裤,53141,http://item.yohobuy.com/product/pro_367427_466935/SHAPELESSXiuXianDuanKuSLSA602SR48GYX.html,沙滩裤,57f7ca5bf90a8310f062a98b
裤装,短裤,灰色,正常,薄,正常,短裤,52761,http://item.yohobuy.com/product/pro_439848_554202/UTOUCHUT16SSDK07QianHuiZhenZhiWuFenDuanKu.html,,57f7ca5ef90a8310f062a98e
裤装,短裤,蓝色,,,,,52717,http://item.yohobuy.com/product/pro_498308_622986/JASONWOODNanXiuXianKu261118004ShenLan.html,,57f7ca5ef90a8310f062a992
裤装,牛仔裤,蓝色,正常,薄,修身,长裤,52717,http://item.yohobuy.com/product/pro_456418_573762/2NDWITNESSNiuZaiKu2ND07.html,窄脚裤,57f7ca5ef90a8310f062a993
裤装,短裤,黑色,正常,中,正常,短裤,52803,http://item.yohobuy.com/product/pro_504124_629686/QUIKSILVERWALKSHORTSDuanKu621146KVJ0.html,沙滩裤,57f7ca5ff90a8310f062a996
裤装,休闲裤,白色,,,,,52911,http://item.yohobuy.com/product/pro_499770_624652/LLANOChangKuNO163100103.html,,57f7ca5ff90a8310f062a997
裤装,休闲裤,,正常,薄,阔腿,长裤,52797,http://item.yohobuy.com/product/pro_398295_504861/SANGELOTDXiuXianKuHTD12281U199.html,束口裤,57f7ca5ff90a8310f062a994
裤装,短裤,蓝色,正常,中,正常,短裤,52861,http://item.yohobuy.com/product/pro_490900_614106/GARGANTUAN7G7XiShengChunSeXiuXianDuanKuDK01130006.html,工装短裤,57f7ca5ff90a8310f062a998
裤装,牛仔裤,,正常,中,正常,长裤,52807,http://item.yohobuy.com/product/pro_507236_633064/CHRISCHRISTY837115NanShiShiShangJianYueChunSeXiuXianNiuZaiKu.html,,57f7ca5ff90a8310f062a99a
裤装,短裤,蓝色,,,,,52933,http://item.yohobuy.com/product/pro_507968_633862/THREESOCIETYBaiSeYunDongDuanKu1016212031.html,,57f7ca60f90a8310f062a99e
裤装,短裤,,,薄,正常,短裤,52915,http://item.yohobuy.com/product/pro_520798_648264/COMBACKECuiMianCiXiLieXiuXianDuanKuH0112.html,,57f7ca63f90a8310f062a9a2
裤装,短裤,灰色,正常,薄,正常,短裤,52751,http://item.yohobuy.com/product/pro_520796_648262/COMBACKChaCuiMianCiXiLieZhenZhiDuanKuH0111.html,,57f7ca64f90a8310f062a9a6
裤装,休闲裤,黑色,正常,中,正常,长裤,52945,http://item.yohobuy.com/product/pro_423953_536701/5CMXiuXianKu5CXPTB6121U66.html,束口裤,57f7ca64f90a8310f062a9a8
裤装,短裤,灰色,正常,薄,正常,短裤,52945,http://item.yohobuy.com/product/pro_475676_596406/HARDYHARDYHH16SUBMKT2001HuiSeDuanKu.html,,57f7ca64f90a8310f062a9aa
裤装,运动裤,黑色,正常,,宽松,长裤,52695,http://item.yohobuy.com/product/pro_356371_455021/FLOATAnHeiDaKouDaiYunDongFeiShuKu16FSS23.html,,57f7ca65f90a8310f062a9b0
裤装,休闲裤,蓝色,正常,中,正常,长裤,52949,http://item.yohobuy.com/product/pro_459676_577418/STAPLEChangKu1601B3113.html,束口裤,57f7ca67f90a8310f062a9b9
裤装,牛仔裤,黑色,,,,,52481,http://item.yohobuy.com/product/pro_512764_639122/HASOHeiSeJiBenKuanZhiTongShuiXiNiuZaiChangKu3J31615.html,,57f7ca69f90a8310f062a9c1
裤装,休闲裤,,正常,中,正常,,52607,http://item.yohobuy.com/product/pro_513028_639404/SIMPLEJUMPDIMPLE2016XinPinQianDuanHouChangHeiSeXiuXianKuSJD16022BLK.html,,57f7ca69f90a8310f062a9c0
裤装,短裤,蓝色,正常,薄,正常,短裤,52587,http://item.yohobuy.com/product/pro_365513_464835/EVISU1ESHTM6DS110FFNanShiNiuZaiDuanKu.html,,57f7ca6bf90a8310f062a9c5
裤装,休闲裤,棕色,高腰,薄,宽松,长裤,52571,http://item.yohobuy.com/product/pro_491690_615034/MIXSEVNEGaoYaoXiuXianKuA6K10.html,阔腿裤,57f7ca6bf90a8310f062a9c6
裤装,短裤,黑色,正常,中,正常,短裤,52585,http://item.yohobuy.com/product/pro_371495_473411/EVDXiuXianDuanKuEVDA602SR64.html,工装短裤,57f7ca6bf90a8310f062a9c7
裤装,短裤,黑色,,,,,53163,http://item.yohobuy.com/product/pro_444080_559046/DIRTYVELVETDVNiuZaiDuanKu8773.html,,57f7ca67f90a8310f062a9ba
裤装,短裤,绿色,正常,薄,宽松,短裤,52565,http://item.yohobuy.com/product/pro_511762_637940/ANBBRANDANB16SS028DuanKu.html,工装短裤,57f7ca6cf90a8310f062a9cc
裤装,短裤,蓝色,正常,薄,正常,短裤,52601,http://item.yohobuy.com/product/pro_293073_375543/STAGENiuZaiDuanKuA61153001.html,牛仔短裤,57f7ca6cf90a8310f062a9cb
裤装,牛仔裤,蓝色,正常,中,正常,长裤,52721,http://item.yohobuy.com/product/pro_221967_293491/GAWSGAWSA503JN53NiuZaiKu.html,窄脚裤,57f7ca6cf90a8310f062a9ca
裤装,牛仔裤,黑色,,,,,52955,http://item.yohobuy.com/product/pro_357257_455999/THEVDENIMBIBOVERALLSNiuZaiKuNZN01004.html,,57f7ca69f90a8310f062a9be
裤装,休闲裤,黑色,正常,薄,正常,长裤,52545,http://item.yohobuy.com/product/pro_372349_474649/MYGESMARTMSGA602PT33XiuXianChangKu.html,,57f7ca6ef90a8310f062a9d1
裤装,牛仔裤,蓝色,正常,薄,正常,9分裤,52793,http://item.yohobuy.com/product/pro_183821_248481/ABLEJEANSNanShiNiuZaiKu264801024005.html,窄脚裤,57f7ca6ff90a8310f062a9d2
裤装,短裤,黑色,正常,中,正常,短裤,52525,http://item.yohobuy.com/product/pro_360273_459195/OVKLABXiuXianDuanKuOVKA602SR48BKX.html,工装短裤,57f7ca6ff90a8310f062a9d5
裤装,短裤,绿色,正常,中,正常,短裤,52411,http://item.yohobuy.com/product/pro_513826_640320/VALKOMMManPaoXiuXianDuanKu14SHT077HuiSe.html,工装短裤,57f7ca72f90a8310f062a9dc
裤装,休闲裤,黑色,正常,中,正常,9分裤,52655,http://item.yohobuy.com/product/pro_369269_470939/LESSISGOODXiuXianJiuFenKuLGA6029P10BKX.html,,57f7ca73f90a8310f062a9dd
裤装,短裤,蓝色,正常,中,正常,短裤,52533,http://item.yohobuy.com/product/pro_449128_564996/JOKESTER1605007DuanKu.html,,57f7ca73f90a8310f062a9df
裤装,短裤,灰色,正常,薄,正常,短裤,52511,http://item.yohobuy.com/product/pro_511766_637944/ANBBRANDANB16SS030DuanKu.html,工装短裤,57f7ca75f90a8310f062a9e2
裤装,休闲裤,黑色,正常,中,正常,9分裤,52655,http://item.yohobuy.com/product/pro_369273_470943/LESSISGOODXiuXianJiuFenKuLGA6029P12BKX.html,,57f7ca73f90a8310f062a9e0
裤装,短裤,蓝色,正常,薄,正常,短裤,52237,http://item.yohobuy.com/product/pro_461844_579854/MIXSEVNEDengXinRongDuanKuM6K4D.html,,57f7ca76f90a8310f062a9e4
裤装,牛仔裤,蓝色,正常,中,正常,长裤,52509,http://item.yohobuy.com/product/pro_331753_426661/HASOHeiSeXieChaDaiKuanSongQiFenDanNingZhiTongKu3I41632.html,,57f7ca77f90a8310f062a9e8
裤装,短裤,白色,正常,中,正常,短裤,52253,http://item.yohobuy.com/product/pro_447038_562766/RANDOMEVENTBaiSeZhongBangFanBuDuanKu16SSV21523.html,工装短裤,57f7ca78f90a8310f062a9ec
裤装,休闲裤,棕色,正常,薄,正常,长裤,52161,http://item.yohobuy.com/product/pro_178873_242773/KORAKUBLUE600BVKKRBLPATCHCHINOKaQi.html,,57f7ca79f90a8310f062a9f0
裤装,休闲裤,蓝色,正常,中,束脚,长裤,52103,http://item.yohobuy.com/product/pro_386185_491669/IZZUEXiuXianKuIZXPTN6712S66.html,束口裤,57f7ca7af90a8310f062a9f3
裤装,短裤,黑色,正常,中,正常,,52073,http://item.yohobuy.com/product/pro_360285_459207/OVKLABXiuXianDuanKuOVKA602SR52BKX.html,沙滩裤,57f7ca7af90a8310f062a9f2
裤装,短裤,黑色,正常,中,正常,短裤,52173,http://item.yohobuy.com/product/pro_462832_580944/KORAKUBLUEShuiXiChiErDanNingDuanKuS60D.html,,57f7ca7cf90a8310f062a9fc
裤装,短裤,黑色,正常,中,正常,短裤,52277,http://item.yohobuy.com/product/pro_504242_629804/QUIKSILVERBOARDSHORTSHuaLangKu621751KVJ0.html,沙滩裤,57f7ca7af90a8310f062a9f7
裤装,休闲裤,黑色,正常,薄,阔腿,9分裤,52343,http://item.yohobuy.com/product/pro_422197_534659/TMCAZTMCAZP55KuanSongXiKuJiuFenKuHeiSe.html,背带裤,57f7ca7cf90a8310f062a9fd
